Entrada_1,Entrada_2,Entrada_3,Entrada_4,Entrada_5,Salida_Predicha_1,Salida_Predicha_2,Salida_Predicha_3,Salida_Predicha_4,Salida_Predicha_5,Salida_Predicha_6,Salida_Predicha_7,Salida_Predicha_8,Salida_Predicha_9,Salida_Predicha_10,Salida_Predicha_11,Salida_Predicha_12,Salida_Predicha_13,Salida_Predicha_14,Salida_Predicha_15,Salida_Predicha_16,Salida_Predicha_17,Salida_Predicha_18,Salida_Predicha_19,Salida_Predicha_20,Salida_Predicha_21,Salida_Predicha_22,Salida_Predicha_23,Salida_Predicha_24,Salida_Predicha_25,Salida_Predicha_26,Salida_Predicha_27,Salida_Predicha_28,Salida_Predicha_29,Salida_Predicha_30
38.0,38.0,17.0,70.0,33.0,-0.00018724799156188965,30.01370620727539,57.65544509887695,0.7671873569488525,85.19772338867188,64.26069641113281,-0.003542626276612282,12.041741371154785,8.417872428894043,8.846449851989746,38.31692123413086,9.912022590637207,80.94229125976562,116.12061309814453,-0.004931613337248564,4.681314468383789,6.024824142456055,-0.16905629634857178,54.273536682128906,15.352117538452148,70.10760498046875,-0.5000433921813965,87.65969848632812,15.076634407043457,-0.009741805493831635,-1.768845558166504,34.498390197753906,5.904521942138672,84.28531646728516,-5.972843647003174
43.0,35.0,20.0,80.0,8.5,0.004098236560821533,23.997007369995117,60.56257629394531,-6.684590816497803,91.60924530029297,33.17976760864258,0.0018485244363546371,10.911409378051758,9.735343933105469,8.32955265045166,39.57961654663086,10.56301212310791,82.01835632324219,70.52105712890625,-0.00642792833968997,2.5797674655914307,7.709312438964844,-0.5049832463264465,54.738189697265625,15.200057983398438,76.617431640625,-6.419528961181641,94.89298248291016,6.697772026062012,-0.010488353669643402,-1.83085298538208,40.81770324707031,4.261698246002197,91.57329559326172,-4.3902268409729
40.0,38.0,20.0,65.0,19.0,-0.004744976758956909,26.573022842407227,60.71709442138672,-1.8583440780639648,88.88874816894531,44.919281005859375,0.004367416724562645,15.66649055480957,13.000666618347168,15.61508560180664,35.53470230102539,12.269290924072266,82.42753601074219,80.3133316040039,-0.0027866209857165813,9.306787490844727,8.17662525177002,2.489091396331787,55.00310134887695,16.42428207397461,74.45519256591797,1.0968724489212036,89.18890380859375,15.021920204162598,-0.007522515952587128,-2.7829229831695557,38.86872100830078,5.800490379333496,89.13396453857422,-5.8056960105896
41.0,38.0,17.0,60.0,12.0,-0.0008323490619659424,26.628368377685547,61.36035919189453,-1.9528677463531494,87.56800079345703,37.67294692993164,-0.004451388493180275,9.895257949829102,5.690307140350342,12.697312355041504,38.771400451660156,9.092472076416016,81.59059143066406,74.3323745727539,-0.004537686239928007,6.411631107330322,8.175308227539062,1.4838731288909912,56.45006561279297,16.373558044433594,78.65047454833984,2.139514446258545,91.17591094970703,12.553271293640137,-0.0015086457133293152,-3.487391471862793,40.38883972167969,4.921036243438721,90.68962860107422,-4.90722131729126
37.0,41.0,17.0,40.0,8.5,-0.013821274042129517,20.379579544067383,61.007286071777344,3.0046498775482178,90.71452331542969,25.730588912963867,-0.006769442930817604,15.73134708404541,10.608855247497559,16.1973934173584,37.38521194458008,16.10678482055664,81.4312744140625,53.101348876953125,0.003956482280045748,5.761279582977295,9.257678031921387,1.8482327461242676,64.27337646484375,13.437166213989258,78.1419448852539,7.3650007247924805,87.3904800415039,12.067631721496582,-0.010580889880657196,-2.8282628059387207,42.7138557434082,5.202255725860596,92.47821044921875,-5.265182971954346
40.0,35.0,20.0,60.0,29.5,0.002142578363418579,27.936098098754883,56.469993591308594,-0.2183835357427597,85.88566589355469,59.05537414550781,0.0034752395004034042,16.870187759399414,6.3895039558410645,16.09005355834961,37.45075225830078,16.174165725708008,80.59212493896484,112.36900329589844,0.014129772782325745,9.964015007019043,5.348598957061768,4.812631607055664,55.13538360595703,18.216121673583984,68.3278579711914,6.8319525718688965,85.83748626708984,19.720035552978516,-0.010199867188930511,-3.686427116394043,35.168331146240234,6.563563823699951,84.79143524169922,-6.571518421173096
41.0,38.0,21.0,80.0,28.0,-0.004232496023178101,27.021087646484375,58.34829330444336,-2.2651376724243164,85.4658203125,60.675682067871094,0.008504724130034447,14.374201774597168,9.09386920928955,12.667672157287598,36.487640380859375,13.456374168395996,80.77426147460938,113.03956604003906,0.006012157071381807,5.748551845550537,5.646406650543213,0.5683883428573608,53.16579818725586,15.21766185760498,71.0558090209961,-1.7862237691879272,86.64988708496094,14.804094314575195,-0.002640567719936371,-2.146670341491699,35.418853759765625,6.099570274353027,85.51880645751953,-6.1145405769348145
40.0,35.0,20.0,70.0,40.0,-0.011081904172897339,23.31410026550293,55.619224548339844,-5.4317755699157715,80.32859802246094,66.93363952636719,0.007384425029158592,13.308006286621094,11.589431762695312,10.391802787780762,36.8082160949707,9.476799964904785,77.52764129638672,123.89268493652344,-0.010540291666984558,-0.5091506838798523,4.619860649108887,-3.9788923263549805,53.09598159790039,13.968722343444824,68.45890045166016,-0.7882510423660278,82.43946075439453,17.241432189941406,-0.0009359344840049744,-2.809396743774414,31.529741287231445,10.892739295959473,81.3109130859375,-10.933204650878906
43.0,41.0,20.0,60.0,8.5,0.005517691373825073,23.452733993530273,60.40425109863281,2.222306489944458,89.75496673583984,31.178380966186523,0.011310463771224022,8.800617218017578,6.766258716583252,5.150071620941162,37.040287017822266,4.958776950836182,83.9949951171875,57.625572204589844,-0.003378614317625761,5.165106296539307,7.854877948760986,1.185516595840454,56.695003509521484,16.516189575195312,79.43437957763672,0.4763569235801697,90.81356048583984,9.900518417358398,0.0006410852074623108,-1.8753657341003418,42.9818115234375,3.099050998687744,93.24031829833984,-3.1570112705230713
43.0,41.0,20.0,55.0,29.5,-0.0005114376544952393,26.707548141479492,57.76595687866211,1.4325854778289795,84.89612579345703,61.57405471801758,0.005166744813323021,14.790871620178223,8.148751258850098,14.940017700195312,37.76437759399414,14.502878189086914,81.22566223144531,112.68891906738281,0.002647057641297579,7.75042200088501,5.6517744064331055,3.852017402648926,56.77860641479492,16.885623931884766,70.11438751220703,4.281880855560303,87.17003631591797,17.323226928710938,-0.009444199502468109,-3.5512282848358154,35.4172477722168,5.71763801574707,84.99078369140625,-5.6943159103393555
